"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
1283,"2","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1991,"Granada","PR6 9DX","PR6",76.43,24.99,0,0,24.99,0,0,17.99,0,0,0,2,"Male","North West",25.28,3,7.16,49.07
1929,"2","31-35","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<17,500, >=15,000","No","No",1994,"Yorkshire","HX7 7LR","HX7",123.97,0,98.95,24.49,15.49,0,0,0,0,0,0,2,"Female","Unknown",52.58,0,6.66,42.66
10304,"Zero","55-60","Widowed","Secretarial/Admin","Unknown","Own Home","< 8,000, >= 4,000","No","No",1985,"Yorkshire","LN7 6EH","LN7",215.96,180.95,0,163.91,74.43,110.87,0,145.42,15.46,0,0,1,"Female","East Midlands",127.05,45.29,85.02,209.59
10764,"2","31-35","Partner","Secretarial/Admin","Professional","Own Home","<25,000, >=22,500","No","No",1989,"Central","NG15 6TW","NG15",0,0,0,0,37.97,21.48,11.99,28.97,0,0,6.49,2,"Female","East Midlands",7.59,11.49,16.74,6.7
3043,"Zero","55-60","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1973,"Yorkshire","HU7 4YB","HU7",0,0,22.99,0,47.98,3.49,0,110.4,1,0,0,2,"Female","Unknown",14.19,19.15,27.15,85.56
470,"Zero","55-60","Partner","Housewife","Other","Own Home","<27,500, >=25,000","Yes","Yes",1963,"TV South West","EX38 7BU","EX38",9.99,89.91,7,170.31,16.95,48.42,60.92,31.9,0,3.48,0,2,"Female","South West",58.83,24.12,54.75,111.76
10585,"2","45-50","Partner","Retired","Secretarial/Admin","Own Home",">=35,000","No","No",1992,"Carlton","GU21 4JR","GU21",0,24.99,0,50.48,0,0,0,0,0,0,0,2,"Male","South East",15.09,0,8.41,43.32
2806,"2","41-45","Partner","Other","Other","Own Home","<27,500, >=25,000","No","No",1996,"Ulster","BT67 0FA","BT67",22.48,92.9,336.94,189.22,39.48,269.79,36.95,54.88,1,25.94,166.95,2,"Female","Northern Ireland",136.2,92.59,98.55,277.78
5075,"Zero","22-25","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1998,"Carlton","GU22 8PE","GU22",0,0,0,6.95,93.92,43.95,339.92,77.42,138.56,14.47,463.86,1,"Female","South East",20.17,179.7,116.79,308.56
8787,"1","22-25","Partner","Secretarial/Admin","Retired","Own Home","<22,500, >=20,000","No","No",1978,"Central","L3 9TJ","L3",95.47,299.46,784.82,0,148.94,150,0,0,0,0,0,2,"Female","North West",265.74,25,49.82,363.27
6222,"Zero","71+","Partner","Retired","Retired","Own Home","Unknown","No","No",1994,"Central","WR12 7HF","WR12",0,0,0,374.83,0,129.53,0,66.95,2.99,47.15,91.92,2,"Male","West Midlands",74.97,56.42,95.72,261.5
1219,"Zero","61-65","Partner","Professional","Secretarial/Admin","Own Home",">=35,000","No","No",1991,"Carlton","SS1 3TY","SS1",0,0,0,27.49,19.48,0,0,0,4.49,0,0,2,"Male","South East",9.39,0.75,8.58,23.85
6032,"2","31-35","Partner","Housewife","Professional","Own Home","<30,000, >=27,500","No","No",1997,"Central","CV8 2GQ","CV8",84.99,0,0,0,0,0,0,0,0,0,0,2,"Female","West Midlands",17,0,0,35.73
1902,"2","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1993,"Central","M6 0YQ","M6",10.99,52.98,9.49,69.96,17.48,2.49,110.12,43.46,0,3.99,0,2,"Female","North West",32.18,26.68,40.59,91.97
11187,"Zero","71+","Widowed","Retired","Unknown","Rent from Council/HA","< 4,000","No","No",1983,"Carlton","M16 0NB","M16",0,0,9.48,0,0,8.48,0,406.77,0,0,6.47,2,"Female","North West",1.9,70.29,69.21,145.29
7095,"2","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<20,000, >=17,500","No","No",1989,"Carlton","UB8 3ET","UB8",0,19.99,0,0.02,0,0,0.01,0,0,0,0,2,"Female","South East",4,0,0.01,-41.69
4936,"1","45-50","Partner","Manual Worker","Manual Worker","Own Home","<25,000, >=22,500","No","No",1969,"Central","CV12 9BZ","CV12",0,69.94,29.99,120.95,45.48,148.84,9.49,174.54,39.47,8.98,38.95,2,"Female","West Midlands",53.27,70.05,89.8,197.9
8440,"Zero","26-30","Single/Never Married","Professional","Unknown","Own Home","<20,000, >=17,500","No","No",1996,"Central","OX8 1NR","OX8",7.99,0,0,0,51.45,0,0,0,0,0,0,2,"Female","South East",11.89,0,8.58,-4.2
5195,"2","36-40","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1979,"Tyne Tees","NE63 9UD","NE63",24.99,54.99,54.98,71.95,51.46,48.86,52.46,47.96,13.96,9.99,0,2,"Female","North",51.67,28.87,47.78,93.07
10516,"Zero","51-55","Partner","Professional","Professional","Own Home","<25,000, >=22,500","No","No",1972,"Yorkshire","YO32 9PU","YO32",0,0,0,0,6.99,0,6,11.99,1,0,0,2,"Female","Unknown",1.4,3.17,4.33,23.15
6224,"Zero","51-55","Widowed","Housewife","Unknown","Own Home","<12,500, >=10,000","No","No",1984,"Meridian","PO14 4BZ","PO14",0,0,19.49,24,0,39.93,0,0.52,8.49,0,0,2,"Female","South East",8.7,8.16,12.16,17.1
10237,"Zero","22-25","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1994,"Yorkshire","BD20 5LB","BD20",0,44.99,0,0,56.97,31.48,0,0,0,0,0,2,"Female","Unknown",20.39,5.25,14.74,56.11
2440,"1","31-35","Single/Never Married","Business Manager","Unknown","Own Home","<20,000, >=17,500","No","No",1963,"Meridian","BH24 1XD","BH24",24.99,102.96,0,136.41,55.44,0,45.46,79.44,13.49,2.74,38,2,"Male","South East",63.96,29.86,55.04,152.25
6024,"Zero","31-35","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1988,"HTV","SN4 8JW","SN4",18.98,0,136.91,22.52,0.51,0,0,0.01,0,0.99,0,2,"Female","South West",35.78,0.17,3.84,56.64
7289,"Zero","36-40","Divorced/Separated","Business Manager","Business Manager","Own Home","<27,500, >=25,000","No","No",1988,"Tyne Tees","NE25 9AN","NE25",24.49,215.43,72.47,401.32,75.47,104.42,0,99.42,0,26.26,0,1,"Male","North",157.84,38.35,113.44,298.26
6120,"Zero","22-25","Partner","Business Manager","Business Manager","Own Home","<30,000, >=27,500","No","No",1994,"Scottish TV","FK10 3HB","FK10",6.97,0,9.98,0,5.98,0,0,0,0,0,0,2,"Female","Scotland",4.59,0,1,-0.62
5964,"Zero","26-30","Single/Never Married","Secretarial/Admin","Unknown","Own Home","<20,000, >=17,500","No","No",1989,"Granada","CW11 1HA","CW11",19.49,126.41,35.48,17.47,26.46,0,0,69.45,0,9.96,0,2,"Female","North West",45.06,13.24,18.9,88.91
5595,"Zero","65-70","Widowed","Retired","Unknown","Own Home","< 4,000","No","No",1985,"Carlton","M6 5BP","M6",0,0,5,44.98,0,194.44,0,50.93,0,0,34.47,2,"Female","North West",10,46.64,48.39,106.31
1634,"1","45-50","Partner","Manual Worker","Housewife","Own Home","<27,500, >=25,000","Yes","No",1978,"Meridian","PO21 5DZ","PO21",0,72.48,19.99,232.87,0,87.39,0,77.42,0,16.47,14.98,2,"Male","South East",65.07,32.71,66.28,137.69
10594,"Zero","26-30","Single/Never Married","Professional","Manual Worker","Own Home",">=35,000","No","No",1991,"Carlton","GU19 5QJ","GU19",0,0,40.49,27.99,59.47,0,0,0,0,0,0,2,"Female","South East",25.59,0,14.58,66.77
9187,"2","36-40","Partner","Professional","Manual Worker","Own Home","<15,000, >=12,500","No","No",1984,"Granada","LL14 6NU","LL14",9.49,0,0,14.99,24.47,0,29.99,0,5,0,248.31,1,"Female","Wales",9.79,47.22,12.41,49.06
11180,"1","22-25","Partner","Professional","Housewife","Own Home",">=35,000","Yes","No",1995,"Anglia","PE31 6TW","PE31",0,15.99,19.99,14.99,24.97,24.99,0,13.49,9.99,0,3.99,2,"Male","East Anglia",15.19,8.74,14.74,21.77
664,"1","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1995,"Meridian","M42 7TF","M42",0,143.94,10.52,192.91,29.49,97.38,106.9,312.24,9.73,36.46,82.45,2,"Female","North West",75.37,107.53,124.78,342.33
3587,"2","26-30","Partner","Professional","Professional","Own Home","<27,500, >=25,000","Yes","Yes",1987,"Central","NG4 2FY","NG4",0,64.98,69.46,8.99,9.49,41.97,155.81,42.46,8.47,7.99,0,2,"Female","East Midlands",30.58,42.78,44.53,148.74
6038,"3","26-30","Partner","Housewife","Business Manager","Own Home","<27,500, >=25,000","No","No",1992,"Yorkshire","S40 3DD","S40",0,0,0,0,0,2.99,11.99,25.47,0,0,0,2,"Female","East Midlands",0,6.74,6.74,19.62
9748,"Zero","41-45","Divorced/Separated","Professional","Manual Worker","Own Home","<27,500, >=25,000","No","No",1987,"Central","M6 8GN","M6",0,11.49,0,0,0,0,0,25.48,0,0,0,2,"Female","North West",2.3,4.25,4.25,16.45
2666,"1","45-50","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1981,"Scottish TV","G77 5DR","G77",59.98,78.46,44.99,65.96,64.48,7.49,18.48,15.48,0,16.97,0,2,"Female","Scotland",62.77,9.74,28.65,156.16
3342,"Zero","51-55","Partner","Unknown","Manual Worker","Own Home",">=35,000","No","No",1971,"Granada","M27 8UR","M27",10,0,0,29.49,7.99,1.99,40.95,17.49,1,11.98,93.96,1,"Female","North West",9.5,27.9,16.49,4.9
6938,"2","31-35","Partner","Business Manager","Professional","Own Home",">=35,000","No","No",1988,"Central","WS12 4SZ","WS12",0,27.98,0,57.94,13.37,0,0,32.96,4.99,3.99,66.97,1,"Female","West Midlands",19.86,18.15,18.21,17.87
9231,"2","36-40","Partner","Manual Worker","Housewife","Own Home","<20,000, >=17,500","No","No",1988,"Meridian","L40 2EB","L40",0,1.56,11.99,13.07,19.98,54.4,0.52,29.44,10.48,23.45,0,2,"Male","North West",9.32,19.72,21.32,13.28
9111,"Zero","61-65","Partner","Retired","Retired","Own Home","<10,000, >= 8,000","No","No",1985,"Central","NG15 9DG","NG15",0,0,0.02,48.89,10,44.98,35.97,0,0,0,0,2,"Female","East Midlands",11.78,13.49,23.31,53.8
2431,"Zero","41-45","Partner","Business Manager","Housewife","Own Home","<27,500, >=25,000","No","No",1988,"Granada","L18 3LT","L18",39.98,56.46,139.97,81.89,29.97,113.94,0,151.89,29.49,0,28.98,2,"Male","North West",69.65,54.05,67.86,195
10617,"Zero","55-60","Partner","Retired","Retired","Own Home",">=35,000","No","No",1978,"Carlton","HP9 1PL","HP9",0,75.96,0,11.99,0,0,26.49,0,19.99,0,0,2,"Female","South East",17.59,7.75,9.75,56.25
9971,"1","41-45","Partner","Professional","Manual Worker","Own Home","<27,500, >=25,000","No","No",1988,"Meridian","M13 8EE","M13",0,60.98,0,0.02,30.98,17.99,0,40.97,3.24,9.99,0,2,"Female","North West",18.4,12.03,15.53,54.86
2166,"1","26-30","Partner","Business Manager","Secretarial/Admin","Own Home",">=35,000","No","No",1994,"Carlton","SL5 8NN","SL5",0,0,0,0,0,63.47,38.96,0,0,0,0,2,"Male","South East",0,17.07,17.07,14.78
2047,"Zero","45-50","Partner","Retired","Professional","Own Home","<30,000, >=27,500","No","No",1984,"Scottish TV","ML6 0QG","ML6",0,0,0,0,0,0,0,0,0,0,0,2,"Female","Scotland",0,0,0,2.96
730,"Zero","22-25","Single/Never Married","Business Manager","Business Manager","Own Home","<30,000, >=27,500","No","No",1996,"Carlton","GU8 5DJ","GU8",0,0,0,0,0,0,0,0,0,0,0,2,"Female","South East",0,0,0,28.28
1857,"Zero","61-65","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1994,"Yorkshire","DN5 7RS","DN5",38.97,54.98,69.47,109.43,35.42,74.97,55.47,74.94,0,2.99,0,2,"Female","Unknown",61.65,34.73,58.37,206.75
8511,"2","41-45","Partner","Unknown","Unknown","Own Home",">=35,000","No","No",1983,"Central","B77 1LX","B77",19.99,0,19.99,60.48,4.99,43.41,136.88,55.45,19.97,0,114.4,1,"Male","West Midlands",21.09,61.69,53.53,162.36
5054,"2","31-35","Partner","Professional","Manual Worker","Own Home","<22,500, >=20,000","No","No",1988,"Tyne Tees","TS6 0AL","TS6",0,0,0,0,0,0,0,17.99,0,8.97,53.45,2,"Female","North",0,13.4,3,8.26
348,"Zero","55-60","Partner","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1969,"Carlton","KT4 7SU","KT4",29.99,151.41,22.99,523.27,0,65.41,0,91.93,0,14.96,0,1,"Female","South East",145.53,28.72,113.44,303.26
5716,"Zero","51-55","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<17,500, >=15,000","No","No",1997,"Central","B49 5DX","B49",23.98,0,0,39.47,0,92.86,0,0,0,4.99,0,2,"Female","West Midlands",12.69,16.31,22.06,53.19
559,"Zero","22-25","Partner","Professional","Manual Worker","Own Home","<30,000, >=27,500","No","No",1996,"Granada","PR4 3DA","PR4",63.94,0,258.88,84.97,75.44,6.99,41.47,0,30.44,0,10.49,2,"Female","North West",96.65,14.9,39.89,127.18
8373,"Zero","45-50","Partner","Professional","Other","Own Home","<27,500, >=25,000","Yes","No",1979,"Carlton","KT17 3EQ","KT17",0,0,0,25.99,0,0,72.94,0,0,0,0,2,"Male","South East",5.2,12.16,16.49,65.05
2525,"Zero","61-65","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1989,"Yorkshire","HX2 0AA","HX2",0,0,0,0,0,12.47,0,0,0,18.96,0,2,"Male","Unknown",0,5.24,2.08,-50.92
2386,"Zero","55-60","Divorced/Separated","Retired","Unknown","Own Home","< 4,000","No","No",1997,"TV South West","TQ12 1LH","TQ12",150.94,89.95,131.96,8.99,40.96,11.99,0,0,0,0,0,2,"Female","South West",84.56,2,10.32,107.81
9964,"Zero","51-55","Partner","Manual Worker","Other","Own Home","<15,000, >=12,500","No","No",1966,"Meridian","PO35 5YA","PO35",0,0,0,0.01,0,0,0,21.99,0,0,0,2,"Female","South East",0,3.67,3.67,57.58
7605,"2","36-40","Partner","Business Manager","Business Manager","Own Home","<27,500, >=25,000","No","No",1989,"Border","CA4 8BJ","CA4",134.46,54.98,162.94,146.92,100.92,99.45,502.11,54.45,0,10.49,32.96,2,"Female","North",120.04,116.58,150.64,387.9
625,"2","31-35","Partner","Business Manager","Housewife","Own Home","<25,000, >=22,500","No","No",1996,"HTV","BS22 6LP","BS22",141.97,0,0,0,0,66.96,28.48,50.98,0,0,0,2,"Male","South West",28.39,24.4,24.4,101.67
9709,"3","36-40","Partner","Secretarial/Admin","Manual Worker","Own Home","<20,000, >=17,500","No","Yes",1991,"TV South West","TQ12 5HB","TQ12",0,0,0,0.01,11.98,11.99,0,0,0,0,0,2,"Female","South West",2.4,2,4,-21.98
6099,"2","36-40","Partner","Business Manager","Housewife","Own Home",">=35,000","No","No",1987,"Meridian","L45 2HY","L45",9.99,0,34.98,25.99,47.02,28.47,178.87,71.43,18.96,0,0,2,"Male","North West",23.6,49.62,61.79,139.23
11443,"Zero","26-30","Partner","Manual Worker","Professional","Own Home","<27,500, >=25,000","No","No",1996,"Central","GL52 4WJ","GL52",170.45,0,141.44,272.4,124.42,21.98,91.88,0,18.97,2.49,0,2,"Male","South West",141.74,22.55,88.28,271.57
2144,"1","36-40","Partner","Student","Business Manager","Own Home","<22,500, >=20,000","No","No",1990,"Yorkshire","NG18 4JF","NG18",71.94,25.46,24.44,39.98,37.85,52.97,71.4,38.95,0,4.49,5.99,2,"Female","East Midlands",39.93,28.97,40.19,130.43
9573,"Zero","41-45","Single/Never Married","Retired","Unknown","Rent Privately","< 4,000","No","No",0,"Anglia","CB3 8QH","CB3",24,37.98,76.44,74.97,11.67,4.99,0,9.98,0,1.79,51.92,2,"Female","East Anglia",45.01,11.45,16.94,60.56
4763,"Zero","51-55","Divorced/Separated","Professional","Manual Worker","Own Home","<27,500, >=25,000","No","No",1992,"Meridian","M14 1LS","M14",0,82.47,0,74.97,13.48,29.49,0,185.31,0,0,0,2,"Female","North West",34.18,35.8,50.54,129.56
11461,"1","41-45","Partner","Secretarial/Admin","Business Manager","Own Home","<30,000, >=27,500","No","No",1997,"TV South West","EX39 2RB","EX39",102.95,0,0,0,131.86,0,0,0,29.99,0,93.46,1,"Female","South West",46.96,20.58,26.98,62.97
7465,"Zero","55-60","Partner","Housewife","Unknown","Own Home",">=35,000","No","Yes",1985,"Ulster","BT39 0EZ","BT39",0,44.98,0,21.96,0,32.46,34.45,61.44,0,9.99,0,2,"Female","Northern Ireland",13.39,23.06,25.05,80.68
4138,"Zero","65-70","Widowed","Retired","Unknown","Own Home","<27,500, >=25,000","No","No",1971,"Meridian","SP10 4AT","SP10",0,0,0,0,0,4.99,0,12.98,14.95,0,0,2,"Female","South East",0,5.49,5.49,48.68
9272,"2","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1987,"Central","DY6 9EX","DY6",118.48,107.44,54.48,110.45,0,17.98,10.49,69.94,0,0,0,2,"Female","West Midlands",78.17,16.4,34.81,119.87
947,"Zero","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1993,"Scottish TV","EH54 5NT","EH54",0,74.38,48.51,128.92,46.47,93.41,26.99,26.96,0,0,0,2,"Female","Scotland",59.66,24.56,53.79,130.74
839,"2","31-35","Partner","Secretarial/Admin","Unknown","Own Home",">=35,000","No","Yes",1996,"Carlton","M8 6LJ","M8",0,110.96,9.49,131.96,26.47,94.45,80.43,176.37,12.98,16.46,2.99,2,"Female","North West",55.78,63.95,87.11,194.68
605,"Zero","51-55","Partner","Professional","Secretarial/Admin","Own Home","<25,000, >=22,500","No","No",1991,"Meridian","L12 6LA","L12",0,89.47,0,0,39.47,120.33,201.83,462.99,60.34,0,44.99,2,"Male","North West",25.79,148.41,147.49,357.23
8030,"1","26-30","Partner","Professional","Other","Own Home",">=35,000","No","No",1995,"Carlton","KT13 0XE","KT13",10.99,49.49,24.99,23.98,29.99,29.49,12.99,11.99,0,0,0,2,"Male","South East",27.89,9.08,18.07,-10.06
5819,"Zero","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1990,"Central","GL3 3AX","GL3",0,0,0,92.45,0,0,45.48,32.48,0,0,0,2,"Female","South West",18.49,12.99,28.4,59.9
8460,"Zero","55-60","Partner","Secretarial/Admin","Professional","Own Home","<22,500, >=20,000","No","No",1994,"Meridian","BH23 4DE","BH23",19.99,0,0,0,11.98,0,0,0,25,0,0,2,"Unknown","South West",6.39,4.17,6.16,-7.97
9973,"Zero","51-55","Partner","Unknown","Unknown","Own Home","< 8,000, >= 4,000","No","No",1995,"Carlton","M6 7PD","M6",19.99,0,9.99,69.47,20.96,26.48,0,85.95,0,0,0,2,"Female","North West",24.08,18.74,33.81,71.23
4924,"Zero","61-65","Partner","Manual Worker","Manual Worker","Rent from Council/HA","<15,000, >=12,500","No","Yes",1958,"Scottish TV","PA28 6NE","PA28",0,0,44.47,29.99,0,6.99,0,0,0,4.99,0,2,"Female","Scotland",14.89,2,6.16,-4.55
9459,"Zero","31-35","Single/Never Married","Secretarial/Admin","Manual Worker","Own Home","<27,500, >=25,000","No","No",1993,"Anglia","IP9 1HU","IP9",0,17.99,0,0,0,38.48,0,0,0,0,0,2,"Female","East Anglia",3.6,6.41,6.41,21.1
4401,"2","41-45","Partner","Secretarial/Admin","Business Manager","Own Home",">=35,000","No","No",1985,"Carlton","L17 9JF","L17",19.99,0,0,0,34.47,0,0,0,16.98,0,0,2,"Female","North West",10.89,2.83,8.58,-40.84
2989,"Zero","51-55","Partner","Professional","Professional","Own Home",">=35,000","No","No",1969,"HTV","LL68 9EA","LL68",87.43,41.37,188.43,734.1,12.47,211.33,1280.2,88.38,10,0,2,2,"Female","Wales",212.76,265.32,389.41,862.32
9787,"Zero","61-65","Partner","Retired","Retired","Own Home","<30,000, >=27,500","No","No",1994,"Tyne Tees","TS10 2PF","TS10",0,0,0,0,0,0,0,1.03,0,0,0,2,"Male","North",0,0.17,0.17,26.27
7681,"Zero","45-50","Partner","Other","Professional","Own Home",">=35,000","No","No",1977,"Tyne Tees","NE28 9QW","NE28",0,0.05,3.98,9.05,39.99,34.99,2.99,2.48,0,0,0,2,"Female","North",10.61,6.74,14.92,33.52
10488,"1","45-50","Single/Never Married","Professional","Unknown","Own Home",">=35,000","No","No",1998,"Carlton","CM15 0ST","CM15",0,146.96,0,150.93,0,104.33,0,0,1.99,15.46,0,2,"Female","South East",59.58,20.3,42.88,123.39
4450,"1","41-45","Partner","Manual Worker","Manual Worker","Own Home","<20,000, >=17,500","No","No",1989,"Yorkshire","DN34 4QS","DN34",0,0,0,0,0,16.97,17.97,19.98,1,17.97,0,2,"Female","Unknown",0,12.32,9.32,-30.02
4206,"2","36-40","Partner","Housewife","Professional","Own Home",">=35,000","No","Yes",1984,"Carlton","M16 3BX","M16",0,34.46,4.99,191.81,10.99,42.93,51.4,27.37,0,3.49,65.44,1,"Female","North West",48.45,31.77,54.08,206.86
4212,"1","41-45","Partner","Secretarial/Admin","Professional","Own Home",">=35,000","No","No",1991,"Anglia","IP6 9AR","IP6",17.48,0,0,0,44.97,0,74.43,0,0,0,0,2,"Female","East Anglia",12.49,12.41,19.9,95.98
3290,"Zero","65-70","Widowed","Retired","Unknown","Rent from Council/HA","<10,000, >= 8,000","No","No",1992,"Yorkshire","DN36 4NJ","DN36",21.98,106.98,0,149.93,39.48,39.49,0,114.41,0,24.42,0,2,"Female","Unknown",63.67,29.72,57.22,154.26
9579,"Zero","55-60","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1961,"Yorkshire","WF8 4LQ","WF8",0,0,0,0,33.98,0,0,0,0,0,0,2,"Female","Unknown",6.8,0,5.66,0.15
5129,"3","31-35","Partner","Housewife","Professional","Own Home","<27,500, >=25,000","No","No",1988,"Carlton","PR4 1RJ","PR4",0,39.99,0,41.98,0,37.98,0,30.97,23.98,7.99,0,2,"Female","North West",16.39,16.82,22.49,26.31
7405,"Zero","26-30","Single/Never Married","Business Manager","Unknown","Own Home","<25,000, >=22,500","No","No",1993,"Anglia","PE8 5EF","PE8",34.99,0,0,0,0,0,0,19.98,0,24.95,0,2,"Male","East Anglia",7,7.49,3.33,-15.63
10387,"Zero","45-50","Partner","Business Manager","Other","Own Home","<25,000, >=22,500","No","No",1976,"Carlton","SS17 0DQ","SS17",0,0,0,0,0,0,0,0,0,0,0,2,"Male","South East",0,0,0,22.8
8443,"1","31-35","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","Yes",1980,"Granada","M28 7FU","M28",191.47,114.46,179.39,78.44,50.44,3.99,23.97,72.9,0,0,0,2,"Female","North West",122.84,16.81,38.29,166.83
9206,"2","26-30","Widowed","Unknown","Unknown","Own Home","<25,000, >=22,500","Yes","No",1992,"Border","TD14 5QD","TD14",0,0,14.99,0,0,0,5.49,0,0,0,0,2,"Female","Scotland",3,0.92,0.92,-12.86
7231,"Zero","22-25","Single/Never Married","Professional","Unknown","Own Home","<25,000, >=22,500","No","No",1997,"Meridian","M19 3XU","M19",0,0,0,0,0,0,131.9,0,0,0,0,2,"Male","North West",0,21.98,21.98,121.87
4001,"1","36-40","Partner","Housewife","Unknown","Own Home","<30,000, >=27,500","No","No",1991,"Scottish TV","G64 1AN","G64",0,84.47,0,68.95,0,21.98,0,23.98,0,0,0,2,"Female","Scotland",30.68,7.66,19.15,40.84
1659,"1","45-50","Partner","Housewife","Professional","Own Home","<20,000, >=17,500","No","No",1989,"Meridian","BH23 7PE","BH23",24.49,0,0,0,75.47,64.98,0,11.99,4.49,17.46,0,2,"Female","South West",19.99,16.49,26.16,16.65
